"ID";"Nom de l'entreprise";"Adresse";"Téléphone";"Fax";"Email entreprise";"Spécialité(s)"
"5212";"Aquila Digital";"Route teniour, Av. Mohamed Jmal, Sfax 3000";"98780817";"74262142";"moadh.mallek@aquila-engineer.com";"BDAD"
"5211";"Actia Aeronautic Services";"parc technologique de Sfax";"70687917";"70687921";"cotact@actia-engineering.tn";""
"5206";"ZETA-BOX";"Av. Hedi Nouira, Emna City B-51, Sfax Eljadida";"29009390";"29009390";"mohamed.elfakhfekh@zeta-box.com";"BDAD"
"5194";"DigiLab Solutions";"4ème étage App 4-2, Immeuble El Bachir, Route Bouzayen Km 5, Sfax 3000";"22 044 105";"22 044 105";"agencedigilab@gmail.com";"LIM"
"5192";"yesmind technologies";"Route ain km 2.5 elalia Sfax";"24657111";"3051";"samet.development@gmail.com";"BDAD"
"5178";"Mega Pixel AB";"Sfax ,Tunisie";"24 912 965";"28 912 967";"contact@mega-pixel.tn";"BDAD"
"5176";"Institut Supérieur d’Informatique et de Multimédia de Sfax (ISIMS)";"SFAx";"58362331";"74 862 233";"amalbensaad83@gmail.com";"LIM"
"5160";"Unidev";"Rte mahdia km 30, 3036 ElAmra Sfax";"70038206";"74403843";"commercial@unidev.com.tn";"MPIGP"
"5157";"ECO CODE";"Appart. 207 , Immeuble Fourat,  Rue Sidi Lakhmi 3027, Sfax, Tunisie";"(+216) 98 778 054";"--";"contact@ecocode.ovh";"BDAD"
"5141";"Informatique Net";"ZI Boudrière 1 Sfax";"92948304";"74287344";"contact@unilog.tn";"BDAD"
"5117";"informatique net";"Z.I.Poudrière 1,Sfax";"92948403";"";"commercial@unilog.tn";"BDAD"
"5105";"STARK";"Route Gremda km 4, Avenue Bouzayen, Sfax";"58123067";"74890526";"stage@spark-it.fr";"IITWM"
"5099";"Sofrecom Tunisie";"Sfax , Route Taniour Km 3";"52854624";"____________";"cyrine.trigui@sofrecom.com";"BDAD"
"5096";"Azartech";"Route l'afran Km 3, Immeuble Afran Center 2, Sfax, Sfax TN";"22 391 961";"22 391 961";"chakroun.yesser@gmail.com";"BDAD"
"5084";"Zone Seven média";"Aguerb Sfax 3030";"50869782";"51710570";"zonesevenmedia@gmail.com";"LIM"
"5072";"SOFT PRO";"Rue Ahmed aloulou im mokhtar etage  1 app3 , sfax";"95160106";"";"elloumi.fahmi@softpro.com.tn";"BDADIITWM"
"5066";"IBS";"Av 5 Aout Immeuble Sfax Palace 3eme étage app B3-3";"27 726 216";"22 630 788";"bouaziz.wajdi@ibs.tn";"INGINFO"
"5025";"ahmed trigui consulting";"sfax";"+21627505902";"+21628838512";"ah.trigui@gmail.com";"INGINFO"
"5022";"Onbotics";"Immeuble Asma 1ére-étage-sfax";"51867658";"51867658";"contact@on-botics.com";"BDAD"
"4995";"TunKubeOps";"Rue Taher Haddad, Sakiet Ezzit, Sfax";"26924922";"";"ayadi.01.mohamed@gmail.com";"IITWM"
"4992";"SolEthik Energy";"RTE MANZEL CHAKER KM 5, Sfax, Tunisia";"93 993 041";"";"solethikenergy@gmail.com";"PIIM"
"4961";"BePrimeTech";"Route de tunis, km4, markez bouassida, sfax";"208388461";"";"gm@beprimetech.com";"IITWM"
"4959";"sfax silver star agent Mercedes agréé  le moteur";"Rue jameleddine el afghani  ZI Poudriére 3000 sfax";"74286974";"";"contact@agence3s.tn";"INGINFO"
"4957";"Fogits International";"2A2, Immeuble Hadrich - ZI Poudrière 1, Rue Jameleddine Afghani, 3002 Sfax, Tunisie";"+216 36 366 597";"/";"hello@fogits.com";"INGINFO"
"4948";"Polyclinic Erriadh";"Route de Mahdia Km 1,2, Sfax Ville 3000, Sfax, Tunisie";"74 440 440";"74 238 278";"ramzi.charfi@polyclinique-erriadh.com";"BDAD"
"4945";"Sté LAGID Olive Soft Tunisie";"Route Teniour Km 5 - 3027 - Sfax";"92722540";"NO INFO";"contact@olivesoft.fr";"INGINFOMPIGP"
"4933";"Net Advisor";"5 aout,sfax,tunisie";"25596593";"25596593";"info@netadvisor.tn";"BDAD"
"4928";"TufraTech";"Rte Tunis km 6 Sfax";"92 755 818";"92 755 818";"contact@tufratech.com";"IITWMBDAD"
"4922";"LEADERTEC ENGINEERING";"Sfax – Route Mharza, Km 3";"93 703 706";"--";"contact@leadertec-engineering.com";"INGINFOLIM"
"4916";"Optimalogistic";"10 Avenue Hbib Maazoun E1 B2 3000 Sfax";"28812230";"";"info@optimalogistic.com";"INGINFO"
"4888";"SOPIQ";"immeuble El Yosr Avenue ferhat hached 3000 sfax";"44201347";"7420700";"contact@sopiq.tn";"INGINFO"
"4882";"CES-Lab";"Route Sokra Km 3.5, Sfax, Sfax 3041, TN";"74274088";"74665369";"info@ceslab.org";"IITWM"
"4867";"IRSTechnologie";"71 av habib bourguiba imm taktat 3000 sfax";"25588780";"74277366";"irst@tunet.tn";"LSI"
"4864";"Odyssey Design Agency";"hzag-jbenyena-sfax";"24244108";"24244108";"odyssey.design.agency@gmail.com";"LIM"
"4855";"STEG";"Rue Imam Boukhari - sfax 3000";"74226948";"74226948";"atroudi@steg.com.tn";"BDAD"
"4852";"KPIT Engineering";"Route de Tunis Km 10, Sfax";"39152300";"";"kpitofficial@gmail.com";"INGINFOLSIBDAD"
"4843";"Centre INET formation";"Avenue 14 Janvier imm Fayrouz Mz Sfax";"93662929";"99629429";"inet.sfax@gmail.com";"LSI"
"4840";"PROXIMIND";"Avenu Ahmed Aloulou Immeuble Hana ,3027 sfax";"58512540";"58512540";"feki.oussama@gmail.com";"LSI"
"4834";"PROGED INTERNATIONAL";"Route Gremda Km 4.5 , Sfax";"29 65 60 46";"29 65 60 46";"contact@progedsolutions.com";"INGINFO"
"4831";"ScaleX Innovation";"Route Mahdia Km 0,5. Imm. Pavillon D'or Sfax";"25444888";"25444888";"info@scalexi.ai";"INGINFO"
"4825";"DIGIXI";"Rte Tunis Km 10 Cite Ons 5 Sakiet Ezzit Sfax, 3021 Pépinière d’entreprises Sfax Innovation - Office EP3";"+216 25 55 66 33";"+216 25 55 66 33";"contact@digix.tn";"BDADINGINFOMPDD"
"4819";"Amilcar petrolum operation";"Road of Gabes km 21 Sfax";"31363333";"31363310";"communications@apo.com.tn";"BDAD"
"4791";"soci�t� tunisienne d'�lectricit� et de gaz (centre d'informatique)";"Rue Imam Boukhari - sfax 3000";"(216)71341311";"(216)71341401";"dpsc@steg.com.tn";"BDAD"
"4785";"Clinisys ERP";"Sfax , Route Manzel chaker km4.5";"74623700";"74623777";"soft@csys.com.tn";"BDAD"
"4779";"Patcoin";"Sfax nasria imm hammadi abid";"56811805";"56811805";"paycointn@gmail.com";"LSI"
"4770";"IODEV";"Sakiet Ezzit , Sfax , Kassas Chihiya";"96 711 084";"96711084";"hr@iovision.io";"BDAD"
"4767";"Société webvue";"Route soukra klm4,sfax";"56 834 965";"/";"grh@greenpower.com.tn";"BDAD"
"4764";"ITPIDIA";"Av Carthage Im Olivia , Sfax 3000";"52 722 698";"74 722 698";"omar.jribi.96@gmail.com";"LSI"
"4752";"ALL SOFT MULTIMEDIA";"SFAX, route 14 janvier";"24231006";"+221 77 869 84 84";"asmtechnologies84@gmail.com";"PIIM"
"4728";"Climate innov digital";"26 av hedi chaker 3000 sfax";"27051244";"27051244";"contact@climate-innov.com";"IITWM"
"4725";"IPSOFT";"Route Manzel chaker km 1, Sfax, Immeuble Nihel";"31133366";"74 240 481";"commercial@ip-soft.tn";"IITWM"
"4722";"tansik group";"rue mohamed eljamousi imm intileka center ,sfax";"55189286";"55189286";"tansikgroup@gmail.com";"BDAD"
"4707";"SCPC Comptoir Hammami";"route saltnia  km 2.5 Sfax";"71 100 801";"74 286790";"ahmed.gargouri2010@gmail.com";"INGINFO"
"4701";"GETS Company";"Road mahdia Km1,Sfax,Tunisia";"+216 74 230 003";"+216 74 230 003";"info@gets-company.com";"BDAD"
"4695";"ImpactDev";"Appartement N°401- Immeuble Ain Palace, Avenue de la liberté –Sfax";"52427979";"52427979";"contact@impactgroup.tech";"BDAD"
"4686";"Univers Equipement";"Rte mharza km 3, Sfax";"26230754";"";"univers.equipement.tn@gmail.com";"BDAD"
"4671";"Preventis";"1er Etage, App n° 15, 3027, Immeuble Lina, Rue Sidi Lakhmi, Sfax";"29 342 571";"74 405 145";"contact@preventis.com.tn";"LIM"
"4659";"A2SOFT";"Rue avenu Hedi NOUIRA immeuble la couronne 3éme étage Bloc A N°6, SFAX";"74 400 336";"74 404 033";"a2soft.tn@gmail.com";"LSI"
"4641";"Bizexperience";"Rue Mharza sfax";"24010115";"25626717";"ceo@biz-experience.com";"BDAD"
"4638";"Oxygène Technologies";"Route Menzel Chaker km 1, Sfax Tunisie";"(+216)24296397";"Pas de fax";"contact@oxygene-tech.com";"INGINFO"
"4635";"Yassine Masmoudi";"71, Av HABIB BOURGUIBA IMM TAKTAK 3000 SFAX";"74227338";"74227338";"irst@utunis.tn";"LSI"
"4629";"Stark";"Route Gremda km 4, Avenue Bouzayen devant pâtisserie gourmandise, Sfax.";"58123067";"";"contact@spark-it.fr";"INGINFO"
"4620";"BIAT";"Avenue de la Liberté Sfax";"31341411";"31341411";"youssef.makni@biat.com.tn";"LSI"
"4614";"P.M.C";"BOUDERIERE 1 SFAX";"74287344";"98412987";"contact@pmc.tn";"LSI"
"4605";"alpha Etiquettes";"Z.I.Poudrière II, Rue des Eponges, Sfax 3000";"74 215 306";"74 215 307";"info@alphaetiquettes.com";"BDAD"
"4599";"Engineering & Consuling";"Route de Gabes Km3 Sfax 3052";"22 130 345";"29 930 705";"conact@econsult.com.tn";"LSIBDAD"
"4584";"Djagora foundation";"Technopole de Sfax";"22742820";"748619797";"djagora@factorycampus.net";"LSI"
"4581";"high water technology";"au okba ebn nefa rote gremda km9 , sfax";"25602600";"25602600";"info@hwt.tn";"PIIM"
"4572";"TN SMART IOT";"Route Saltnia Km 3, Pépinière d'entreprise Sfax Innovation 2";"25047043";"25047043";"tn.smart.iot@gmail.com";"BDAD"
"4560";"Société des ingénieurs pour les affaires ""siaf""";"Zone industrielle POUDRIERE II BOUSTENE SFAX 3002";"+216 95 99 47 60";"74442294";"siaf@siaf.com.tn";"INGINFO"
"4557";"malloulinova";"RUE.ABOU KACEM CHEBBI SAKITTE EZITT.SFAX";"+491778334621";"";"mallouli.wassim1@gmail.com";"LIM"
"4554";"societe les abattoirs Chahia";"route sidi salem km 1.5 sfax";"74468000";"74468630";"contact@chahia.com";"LSI"
"4542";"Flash Digital Marketing";"15 Rue Majida Boulila , Imm , Tawfik , App 42, Sfax 3027";"20399150";"24697626";"contact@flashmarketing.tn";"BDAD"
"4512";"21 c' Digital";"Route Tunis cité Ons pipineire Sfax";"92649200";"92649200";"contact@21c-digital.com";"BDADLSI"
"4491";"exypnos";"route sokra 4km pépiniére des entreprises Sfax innovation 1";"24915568";"24915568";"contact@exypnos.dev";"LSI"
"4429";"Media Center Developpment";"Bloc D, Bur 92، Imm, Medina Center - Blocs C et D, Av. de Carthage, Sfax 3027";"22451114";"71805720";"contact@mc-dev.net";"INGINFO"
"4408";"STE PERFAXIS";"Avenue Majida Boulila, Immeuble Baya, 1er étage, Appartement 12, Sfax";"+21670253560";"+21632400983";"contact@perfaxis.com";"LSI"
"4390";"ZEN Group Sfax";"TUNISIE-sfax Rocade Bourguiba entre route Gremda et route Caied M’Hamed. 3032";"(+216) 98 747 260";"(+216) 70 147 688";"service.client@zen.com.tn";"MPDD"
"4363";"Smart Ways Innovation";"sokra km 3,5 , Sfax, Tunisia";"+216 39 162 085";"+216 39 162 085";"contact@smartways-innovation.com";"INGINFO"
"4339";"Amicale du Personnel de la SEREPT";"route de sidi mansour km 4.5 BP 91 EL BOUSTEN 3099 SFAX";"74873400";"74873400";"bta@serept.com.tn";"BDAD"
"4333";"Winkcloud-Solutions";"IMM hana center bloc A sfax nasriya";"58402135";"58402135";"contact@winkcloudsolutions.com";"BDAD"
"4324";"Centre de recherche en Numérique de Sfax";"Centre de recherche en numérique de sfax, technopole de sfax, 3021 Rte de Tunis, Sfax";"74 863 042";"74 863 041";"contact@crns.rnrt.tn";"MRSI"
"4321";"Souma Technologies Ever";"Avenue de la Liberté, Immeuble Bochr 2, Sfax";"95 339 888";"95 339 888";"soumatechnologiesever@gmail.com";"BDAD"
"4315";"TopCode Softwares";"155 route bouzayen gremda jadida klm 8.5 sfax 3012";"24268377";"24268377";"topcode.softwares@gmail.com";"LIM"
"4303";"Polyclinique Essalama";"Av.des Martyrs - Place Bab Jebli - 3003 Sfax";"74407474";"74401251";"essalama@tunet.tn";"BDAD"
"4300";"MTD GROUP";"Rue Carthage, M. Rabat Médina Etage 4 App. No. 405 - 3027 Sfax - Sfax - Tunisie";"74 490 291";"74 490 291";"contact@mtd-group.biz";"MPIGP"
"4291";"Mobelite Labs";"Immeuble Golden 4 ème étage Sfax";"22500566";"22500566";"messid@mobelite.fr";"BDADINGINFO"
"4273";"Novatis";"Rue Sidi Lakhmi Sfax، 3027, Tunisie";"70 284 284";"70 284 284";"recrutement@novatis.tn";"BDADLIM"
"4270";"ZNet-IT";"Route de Tunis km 7.5 immeuble idriss appartement B3 3021 Sakiet Ezzit . Sfax, Tunisie";"+216 95 22 30 43";"+216 24 23 22 24";"contact@znetit.com";"MPIGPBDAD"
"4267";"Hopital Hbib Bourgiba Sfax";"Avenue El Ferdaouss -Sfax-3029";"74 242 333";"74 242 333";"administrationfms@medecinesfax.org";"MPIGP"
"4264";"TechInventors Sci-Kids Technology Hub";"Route Kaied Mhammed Km 3 Sfax 3039, Tunisie";"+21653392988";"--";"sci-kids@techinventorsgrp.tn";"BDAD"
"4261";"Faculté des sciences de Sfax";"Faculté des sciences de sfax  BP 1171  3000 sfax";"74276400";"74274437";"contact@fss.rnu.tn";"BDAD"
"4258";"Xilyor";"Rue cheikh sellami n 169 sakiet eddayer sfax 3011";"27084915";"No fax";"info@xilyor.com";"BDAD"
"4231";"Lynx-ERP";"Sfax , Sakiet Ezzit , cité el Ons , pépinière d'entreprise";"54340600";"74653070";"lkolsi@nextit-tn.com";"BDAD"
"4210";"PROCAN";"Route Ain km 2,5  , sfax";"98761188";"74457000";"admin@procan-group.com";"BDAD"
"4204";"MAS group";"route gabes klm 3.5";"70 032 093";"70 032 093";"massfax@mas-alu.com";"LIM"
"4198";"future proof";"sfax";"20008302";"74625392";"mr@futureproof.tn";"MPDD"
"4195";"codily software";"Avenue de la liberté 14 Janvier, Rue Ibn Eljazzar, Immeuble Khalifa, Bloc B, 2éme étage App. 202, Sfax 3000, Tunisie";"74408885";"74408886";"contact@codily.net";"BDAD"
"4171";"PSI Petrole Services Industries";"Route de Gabès Km11, ZI THYNA, 3084 SFAX – TUNISIA";"+216 36 031 040";"___";"contact@psi-tunisia.tn";"BDAD"
"4168";"Advanced Computer Solutions";"Route Taniour Km 3 Rue Taoufik Alhakim";"74214551";"74214552";"medaref@acssfax.com";"BDAD"
"4159";"l'Université de Sfax";"PPPR+FV6, Université de Route de l'Aéroport Km 0.5 BP 1169 .3029 Sfax Sfax, Sfax 3029";"+216 74 244 423";"+216 74 240 913";"universite.sfax@usf.tn";"BDAD"
"4156";"Softhyma Tunisie";"Route gremda km1 , sfax";"58617530";"58617530";"contact@softhyma.fr";"INGINFO"
"4126";"3T";"Adresse: Immeuble ENASERIA Escalier A 4Etage Sfax  3027  Tunisie";"216 74 400 514";"74 402 201";"contact@3t.tn";"BDAD"
"4123";"Lunar TC";"Immeuble Fourat, Rue Sidi Lakhmi 3027, Sfax, Tunisie";"25 055 063";"93255255";"commercial@lunflow.com";"INGINFO"
"4120";"My partner ISC";"Sfax El Jadida, Sfax, Tunisia";"52 888 866";"52 888 866";"contact@mypartner-isc.com";"LIM"
"4075";"STEROS";"Route Taniour km 0.5, immeuble Irys 2éme étage A2-1, 3002 Sfax, Tunisia";"74441444";"74441444";"info@steros.fr";"INGINFOBDAD"
"4073";"CoConsult";"sfax,  route el ain km1";"53490082";"";"contact@coconsult.com";"INGINFO"
"4055";"Sofrecom Tunisie";"Route Taniour km3 Tbolbi , Sfax";"58434656";"_______________";"zeineb.trabelsi@sofrecom.com";"INGINFO"
"4049";"SEGULA Technologies";"STT Sfax Office • Immeuble Accoserv - Rte Tunis km2 Moulinville • 3000 • Sfax • Tunisia";"21 801 229";"";"ismail.boujelben@segulagrp.com";"LIM"
"4043";"Infomax";"Rue Khaled ibn elwalid, imm Erriadh Mezanine N76 C.P.3000-sfax-";"22731314";"74872403";"infomax@gmail.com";"LIM"
"4024";"Mirage Group";"Cité zitouna bloc 65 app4 Sfax 3002";"21221011";"74224141";"miragegroup.pro@gmail.com";"LIM"
"4009";"Chaaben Technology Group";"Chihia sfax";"56717008";"00000";"contact@chaabengroup.com";"BDAD"
"4003";"Iway";"Avenue de la liberté 14 Janvier, Rue Ibn Eljazzar, Immeuble Khalifa, Bloc B Sfax, 3027";"+21670861360";"+21670861334";"contacte@iway-tn.com";"BDAD"
"3994";"Ste BEN AYED SERVICE TECHNOLOGIQUE";"Rte gremda km 6 sfax";"95 033 230";"";"contact@benayedservice.com";"BDAD"
"3980";"SiFast";"42 rue le météore, route el aïn Km1, Sfax, 3003";"29 727 073";"74 242 608";"contact@sifast.com";"BDAD"
"3973";"DEEP MIND";"1-361 Rte du Kaïd Mhamed, Sfax 3039";"+216 99697335";"+966531613770";"hassen@2earn.cash";"BDAD"
"3970";"Hypermedia Development";"Av. de la Liberté , Imm. Khalifa, Bloc B 2ème étage App. 202 – Sfax, Tunisie";"+216 74 408 885";"74 408 885";"contact@hypermedia.com.tn";"BDAD"
"3967";"STE THINK DIFFERENT";"AV CHAKER EL AIN SFAX 3013";"25707080";"74000000";"ahmeddev@thinkdifferenttn.com";"BDAD"
"3964";"iTech Data";"Rue Mohamed Jamoussi,Immeuble Ahlem centre,1étage appartement 15 Sfax";"94188251";"95160106";"bassem.guidara@itechdata.tn";"BDAD"
"3958";"Saker Othmen - International Trading";"Sfax, Tunisie";"27933700";"94565203";"sakerothmen@outlook.com";"PIIM"
"3956";"Saker Othmen - International Trading";"sfax , tunis";"27933700";"94565203";"sakerothman@outlook.com";"PIIM"
"3929";"Goodif INT";"N49 Cité Al Fath bir ali sfax 3040";"99502390";"il n'ya pas";"contact@goodif.net";"BDAD"
"3928";"Kacem electronic industry";"sfax 5 aout imm carrefour";"74207666";"74488038";"direction@kacem-electronic.com";"IITWM"
"3925";"IntelliTech";"Route de Tunis km6, Avenue Mongi Slim , Imm khadija 3021 , sfax";"92950430";"____________";"info@intellitech.pro";"IINFO"
"3916";"King Digital YC";"SFAX - Nasria IMM Emna city Bloc A App 904, Sfax, Tunisia";"53 640 042";"27670094";"contact@kingdigital.fr";"IINFOBDAD"
"3910";"EDS  Expert Dev Solutions";"14 Janvier, Sfax, Tunisie";"29 580 682";"29 580 682";"contact@expert-dev-solutions.com";"IINFO"
"3907";"Sté MAS-SA";"menzel chaker klm 41 Sfax";"28633107";"74453456";"awalid@mas-alu.com";"LIM"
"3905";"Société AMIRA";"Sfax route saltnia km 3,5";"74214018";"74214018";"societe.feten@gmail.com";"LIM"
"3902";"DAR ESSAYDALI";"Avenue commandant Mohamed Béjaoui cité Tayeb 3000 sfax";"74221600";"74221644";"daressaydali@daressaydali.com";"LIM"
"3896";"piximind";"Route el Ain km 1.5 sfax";"55111999";"----";"contact@piximind.com";"BDAD"
"3891";"SORETRAS";"Route Menzel Chaker Km 0,5 Rue Mouna – 3058 Sfax, Tunisie";"(216) 74 240 444 / 7";"(216) 74 450 888";"soretras@soretras.tn";"BDAD"
"3882";"Smarties consulting";"Poderier,sfax, Tunisie";"22734534";"22734534";"contact@smartis.tn";"BDAD"
"3857";"Acteol";"Route l’Afrane km7, Sfax 3093";"74 616 185";"+44 20 7042 8860";"info@acteol.com";"BDAD"
"3846";"Allegra vision";"av 14 janvier, imm. Elbochr2, bur.303, 3027, Sfax";"50556554";"70876793";"contact@allegravision.com";"LIM"
"3839";"CA MarQenti";"Residence myriam appartement A22 Route tunis km1.5 Sfax";"26994474";"74231113";"contact@marqenti.tn";"IINFO"
"3832";"TN Smart IOT";"Rue  Saltnia km3 pépinière d'entreprise sfax innovation 2";"25047043";"--------------------";"contact@tn-smart-iot.com.tn";"BDAD"
"3827";"IBN KHALDOUN";"Route de gremda km 3, 3062 Sfax. Tunisie";"+216 98 795 340";"+216 74 619 000";"contact@polyclinique-ibnkhaldoun.com.tn";"BDAD"
"3825";"2Earn.cash";"1-361 Rte du Kaïd Mhamed, Sfax 3039";"966531613770";"+966531613770";"administrative@2earn.cash";"BDAD"
"3819";"Ste Prestacode ""PRCDG""";"Rue Lakhmi Immeuble Fourat Bureau 207 Sfax- Tunisie";"55099292";"55099292";"contact@prestacode.io";"LSILIMBDAD"
"3794";"Djagora fondation";"route de tunis, Village de l'Entrepreneur - Cité El Ons, Route de Tunis Km10, Sakiet ez Zit, Tunisia, Sfax, Sfax TN";"22742820";"74861997";"heditm@gmail.com";"PIIM"
"3788";"Commune De Sfax";"Avenue Habib Bourguiba Sfax";"39155600";"39155611";"municipalite.sfax@gnet.tn";"BDAD"
"3786";"EMI";"Rte Afrane km 6, Sfax";"74220989";"299300";"emi.tunisie@gmail.com";"PIIM"
"3772";"SOCIETE NATIONALE DES CHEMINS DE FER TUNISIENS (SNCFT)";"Rue 5 Aout Sfax";"99799488";"74223885";"48703@sncft.com.tn";"IINFOBDAD"
"3762";"Technoflex";"Rte de Tunis Km22, El ghraba - sfax";"70162780";"74842476";"sce.info@technoflex.com.tn";"BDAD"
"3745";"XLAiner";"Avenue 5 Aout, Centre d'affaire Sfax";"58 621 341";"58 621 341";"contact@xlainer.com";"IINFO"
"3724";"Nutrisud";"Rte de Mahdia, Km 10, sfax";"29958100";"74830641";"medimix@medimix.com.tn";"BDAD"
"3689";"GERAJEUNE";"Ceinture germda vers kaied mohamed devant Donatello Sfax";"44770643";"";"gerajeune@gmail.com";"IITWMBDAD"
"3686";"AMTA Academy";"Rue beb salem , Route El Ain  km 1 , Sfax";"51115603";"74 463 001";"contact@amta.academy";"LIM"
